UNIPROT,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,SYMBOL,UNIGENE
Q7Q5R3,AGAP006250,AGAP006250-PA,AGAP006250-RA,1276909,AgaP_AGAP006250,
A0A1W5,,,,,,
A0NC62,AGAP009412,AGAP009412-PA,AGAP009412-RA,1271317,GPROR12,
Q5TR98,AGAP005969,AGAP005969-PA,AGAP005969-RA,3290078,CPR20,
Q7Q412,AGAP008147,AGAP008147-PA,AGAP008147-RA,1277815,AgaP_AGAP008147,
F5HLA1,AGAP003546,AGAP003546-PA,AGAP003546-RA,1274206,AgaP_AGAP003546,
Q7PW45,AGAP009094,AGAP009094-PA,AGAP009094-RA,1280047,AgaP_AGAP009094,
Q5TYJ3,AGAP012882,AGAP012882-PA,AGAP012882-RA,3292665,AgaP_AGAP012882,
Q7Q028,AGAP012227,AGAP012227-PA,AGAP012227-RA,1280466,AgaP_AGAP012227,
Q7Q192,AGAP009907,AGAP009907-PA,AGAP009907-RA,1279320,AgaP_AGAP009907,
Q7PQ70,AGAP004401,AGAP004401-PA,AGAP004401-RA,1274545,AgaP_AGAP004401,
Q7QBN7,AGAP003071,AGAP003071-PA,AGAP003071-RA,1273747,AgaP_AGAP003071,
Q7Q5Y6,,,,1276804,AgaP_AGAP006132,
Q7PIZ6,,,,1278123,AgaP_AGAP007836,
Q7Q9X2,AGAP004556,AGAP004556-PA,AGAP004556-RA,1274697,AgaP_AGAP004556,
Q7QA55,AGAP004429,AGAP004429-PA,AGAP004429-RA,1274571,AgaP_AGAP004429,
Q5TWF4,AGAP006739,AGAP006739-PA,AGAP006739-RA,3290224,AgaP_AGAP006739,
Q7PXQ5,AGAP001525,AGAP001525-PA,AGAP001525-RA,1281654,AgaP_AGAP001525,
Q7Q8G9,AGAP008637,AGAP008637-PA,AGAP008637-RA,1275487,AgaP_AGAP008637,
A7UV12,AGAP010761,AGAP010761-PA,AGAP010761-RA,5667795,AgaP_AGAP010761,
Q7QHT8,AGAP011352,AGAP011352-PA,AGAP011352-RA,1270588,AgaP_AGAP011352,
Q7PH21,AGAP004167,AGAP004167-PA,AGAP004167-RA,1273991,AgaP_AGAP004167,
Q7QH64,AGAP004057,AGAP004057-PA,AGAP004057-RA,1270907,AgaP_AGAP004057,
P35038,AGAP008292,AGAP008292-PA,AGAP008292-RA,1277690,TRY4_ANOGA,
Q7QB75,AGAP004145,AGAP004145-PA,AGAP004145-RA,1273971,AgaP_AGAP004145,
Q7QC46,AGAP002449,AGAP002449-PA,AGAP002449-RA,1273514,AgaP_AGAP002449,
Q7QEW7,,,,1272079,AgaP_AGAP000185,
Q7QIE9,AGAP006810,AGAP006810-PA,AGAP006810-RA,1270255,AgaP_AGAP006810,
Q7Q5C6,,,,1277115,AgaP_AGAP006517,
Q7PHY5,,,,1275478,AgaP_AGAP008630,
Q7QGE3,AGAP009356,AGAP009356-PA,AGAP009356-RA,1271269,AgaP_AGAP009356,
Q5TQS5,AGAP006687,AGAP006687-PA,AGAP006687-RA,1277276,AgaP_AGAP006687,
Q7QJA7,AGAP007384,AGAP007384-PA,AGAP007384-RA,1269797,AgaP_AGAP007384,
Q7PXF5,AGAP001381,AGAP001381-PA,AGAP001381-RA,1281797,AgaP_AGAP001381,
Q7PXC5,AGAP001337,AGAP001337-PA,AGAP001337-RA,1281841,AgaP_AGAP001337,
Q7QIQ7,AGAP007024,AGAP007024-PA,AGAP007024-RA,1270081,AgaP_AGAP007024,
Q7Q5T3,AGAP006219,AGAP006219-PA,AGAP006219-RA,1276882,AgaP_AGAP006219,
Q5TMX6,AGAP012426,AGAP012426-PA,AGAP012426-RA,3291580,AgaP_AGAP012426,
Q7PTE3,AGAP006901,AGAP006901-PA,AGAP006901-RA,1270178,AgaP_AGAP006901,
A7UTI4,AGAP004995,AGAP004995-PA,AGAP004995-RA,5667313,AgaP_AGAP004995,
A7URU0,AGAP006986,AGAP006986-PA,AGAP006986-RA,5666987,AgaP_AGAP006986,
Q7Q8W9,AGAP010512,AGAP010512-PA,AGAP010512-RA,1275249,AgaP_AGAP010512,
A7USN5,AGAP010369,AGAP010369-PA,AGAP010369-RA,5667953,CPR112,
A7UVG8,AGAP011731,AGAP011731-PA,AGAP011731-RA,5667838,AgaP_AGAP011731,
A0NBX6,AGAP004061,AGAP004061-PA,AGAP004061-RA,4577027,AgaP_AGAP004061,
A0NAV4,AGAP012564,AGAP012564-PA,AGAP012564-RA,4397779,AgaP_AGAP012564,
Q7Q3Y2,,,,1277856,AgaP_AGAP008095,
Q7PYH4,AGAP001941,AGAP001941-PA,AGAP001941-RA,1281183,AgaP_AGAP001941,
F5HMK0,AGAP013377,AGAP013377-PA,AGAP013377-RA,11175732,AgaP_AGAP013377,
Q7QFV8,AGAP003813,AGAP003813-PA,AGAP003813-RA,1271553,AgaP_AGAP003813,
Q5TS30,,,,3291806,AgaP_AGAP008758,
F5HK70,AGAP013375,AGAP013375-PA,AGAP013375-RA,11175593,AgaP_AGAP013375,
F5HJM2,AGAP000304,AGAP000304-PB,AGAP000304-RB,1271959,AgaP_AGAP000304,
Q7Q483,,,,1277708,AgaP_AGAP008277,
A0NAW0,AGAP012777,AGAP012777-PA,AGAP012777-RA,4397664,AgaP_AGAP012777,
Q5TNJ7,AGAP008920,AGAP008920-PA,AGAP008920-RA,3291848,AgaP_AGAP008920,
Q5TXF2,,,,,,
F5HLR3,AGAP013532,AGAP013532-PA,AGAP013532-RA,11175857,AgaP_AGAP013532,
Q5TMZ1,AGAP011666,AGAP011666-PA,AGAP011666-RA,1280973,AgaP_AGAP011666,
Q7Q8R8,AGAP010596,AGAP010596-PA,AGAP010596-RA,1275323,AgaP_AGAP010596,
Q7PZB9,AGAP011830,AGAP011830-PA,AGAP011830-RA,1280818,AgaP_AGAP011830,
Q7Q4K9,AGAP008449,AGAP008449-PA,AGAP008449-RA,1277523,AgaP_AGAP008449,
Q7QIZ6,AGAP007146,AGAP007146-PA,AGAP007146-RA,1269960,AgaP_AGAP007146,
Q7PFE9,AGAP011143,AGAP011143-PA,AGAP011143-RA,1270784,AgaP_AGAP011143,
Q7QJS8,AGAP007640,AGAP007640-PA,AGAP007640-RA,1269586,AgaP_AGAP007640,
Q7QE97,AGAP000763,AGAP000763-PA,AGAP000763-RA,1272354,AgaP_AGAP000763,
Q7PVF2,,,,1280262,AgaP_AGAP009296,
A7UTU1,AGAP005695,AGAP005695-PA,AGAP005695-RA,5667340,CPTC2,
Q7QIZ4,AGAP007143,AGAP007143-PA,AGAP007143-RA,1269962,AgaP_AGAP007143,
A0NBA9,AGAP011036,AGAP011036-PA,AGAP011036-RA,4577553,AgaP_AGAP011036,
A0NBP7,AGAP007015,AGAP007015-PA,AGAP007015-RA,4576202,AgaP_AGAP007015,
Q7PWV5,,,,1279806,AgaP_AGAP008836,
Q5TR29,AGAP006242,AGAP006242-PA,AGAP006242-RA,3290131,AgaP_AGAP006242,
Q5VJR9,AGAP001727,AGAP001727-PA,AGAP001727-RA,4577322,AgaP_AGAP001727,
Q5TXB4,AGAP002297,AGAP002297-PA,AGAP002297-RA,3290595,AgaP_AGAP002297,
A7US21,AGAP000933,AGAP000933-PA,AGAP000933-RA,1270419,AgaP_AGAP000933,
Q5TQJ5,,,,1277735,AgaP_AGAP008245,
Q17027,AGAP011294,AGAP011294-PA,AGAP011294-RA,1270637,DEFI_ANOGA,
Q7QKR1,AGAP012646,AGAP012646-PA,AGAP012646-RA,1269057,AgaP_AGAP012646,
A0NG75,AGAP009275,AGAP009275-PA,AGAP009275-RA,4578092,SKP,
Q7Q6Z2,,,,1276282,AgaP_AGAP005595,
A7USB1,,,,5667832,AgaP_AGAP010996,
A7US43,AGAP011217,AGAP011217-PA,AGAP011217-RA,5667908,AgaP_AGAP011217,
Q7QI66,AGAP005275,AGAP005275-PA,AGAP005275-RA,1270379,AgaP_AGAP005275,
Q7QET8,AGAP000143,AGAP000143-PA,AGAP000143-RA,1272123,AgaP_AGAP000143,
Q7QBU5,AGAP002318,AGAP002318-PA,AGAP002318-RA,1273652,AgaP_AGAP002318,
Q7PNJ1,AGAP000834,AGAP000834-PB,AGAP000834-RB,1277346,AgaP_AGAP000834,
Q7QEG6,AGAP000660,AGAP000660-PA,AGAP000660-RA,1272437,AgaP_AGAP000660,
A7UTB9,AGAP005253,AGAP005253-PA,AGAP005253-RA,1274967,AgaP_AGAP005253,
A0NC82,AGAP009535,AGAP009535-PA,AGAP009535-RA,4578405,AgaP_AGAP009535,
A0NEW1,AGAP006606,AGAP006606-PA,AGAP006606-RA,4576420,AgaP_AGAP006606,
Q5TUY2,AGAP000202,AGAP000202-PA,AGAP000202-RA,3289636,AgaP_AGAP000202,
O61470,AGAP009082,AGAP009082-PA,AGAP009082-RA,1280037,PSMD3_ANOGA,
A7USV0,AGAP002510,AGAP002510-PA,AGAP002510-RA,5667445,AgaP_AGAP002510,
Q7PUQ0,AGAP001777,AGAP001777-PA,AGAP001777-RA,1281392,AgaP_AGAP001777,
Q7QJ99,AGAP007377,AGAP007377-PA,AGAP007377-RA,1269805,AgaP_AGAP007377,
Q5TQB4,,,,1277597,AgaP_AGAP008382,
Q7Q2M5,AGAP004721,AGAP004721-PA,AGAP004721-RA,1278507,AgaP_AGAP004721,
Q7Q6Y6,,,,1276288,AgaP_AGAP005600,
A7URI0,AGAP007274,AGAP007274-PA,AGAP007274-RA,5666888,AgaP_AGAP007274,
A0NF07,,,,4578347,AgaP_AGAP008535,
Q7PNP9,AGAP005675,AGAP005675-PA,AGAP005675-RA,1276355,AgaP_AGAP005675,
Q7PIP7,AGAP005660,AGAP005660-PA,AGAP005660-RA,1276343,AgaP_AGAP005660,
Q7PWJ5,,,,1279910,AgaP_AGAP008940,
Q7QEN5,AGAP000074,AGAP000074-PA,AGAP000074-RA,1272199,AgaP_AGAP000074,
A0NE74,AGAP004916,AGAP004916-PA,AGAP004916-RA,4576360,AgaP_AGAP004916,
Q7PX26,AGAP001182,AGAP001182-PA,AGAP001182-RA,1281985,AgaP_AGAP001182,
Q7PKM8,AGAP001370,AGAP001370-PA,AGAP001370-RA,1281808,AgaP_AGAP001370,
Q7QCN8,AGAP002732,AGAP002732-PA,AGAP002732-RA,1273236,AgaP_AGAP002732,
Q7Q289,AGAP003974,AGAP003974-PA,AGAP003974-RA,1278793,AgaP_AGAP003974,
Q7PME4,AGAP009826,AGAP009826-PA,AGAP009826-RA,1279242,AgaP_AGAP009826,
Q7Q1Z5,,,,4578166,AgaP_AGAP009563,
A0NEU5,AGAP006520,AGAP006520-PA,AGAP006520-RA,4576681,AgaP_AGAP006520,
F5HLI8,AGAP013278,AGAP013278-PA,AGAP013278-RA,11176038,AgaP_AGAP013278,
Q7QK54,AGAP002157,AGAP002157-PB,AGAP002157-RB,1269399,AgaP_AGAP002157,
Q5TMS1,,,,3291461,AgaP_AGAP011953,
Q7QIK5,AGAP006925,AGAP006925-PA,AGAP006925-RA,1270158,AgaP_AGAP006925,
A0NGS0,AGAP011786,AGAP011786-PA,AGAP011786-RA,4577639,CLIPE7,
Q7Q9G8,AGAP005242,AGAP005242-PA,AGAP005242-RA,1274949,AgaP_AGAP005242,
A7USV3,AGAP002458,AGAP002458-PA,AGAP002458-RA,5667487,AgaP_AGAP002458,
Q5TNL9,,,,3291875,AgaP_AGAP009006,
A7UVK1,AGAP001881,AGAP001881-PA,AGAP001881-RA,5667739,AgaP_AGAP001881,
Q7PT92,AGAP007337,AGAP007337-PA,AGAP007337-RA,1269838,AgaP_AGAP007337,
Q7PMM0,AGAP003933,AGAP003933-PA,AGAP003933-RA,1278759,AgaP_AGAP003933,
Q5TTC4,AGAP004228,AGAP004228-PA,AGAP004228-RA,3290975,AgaP_AGAP004228,
Q7PT48,AGAP007498,AGAP007498-PA,AGAP007498-RA,1269730,AgaP_AGAP007498,
Q7PN71,,,,1278134,AgaP_AGAP007825,
Q7QK67,AGAP002175,AGAP002175-PA,AGAP002175-RA,1269380,AgaP_AGAP002175,
Q7PUL7,AGAP001301,AGAP001301-PA,AGAP001301-RA,1281875,AgaP_AGAP001301,
Q7PK15,AGAP009856,AGAP009856-PA,AGAP009856-RA,1279273,GPRGR8,
A0NEU7,AGAP006527,AGAP006527-PA,AGAP006527-RA,4576654,AgaP_AGAP006527,
Q5TRK3,AGAP005566,AGAP005566-PA,AGAP005566-RA,3289999,AgaP_AGAP005566,
Q7Q808,AGAP004914,AGAP004914-PA,AGAP004914-RA,1275720,AgaP_AGAP004914,
Q7PNF5,,,,1277478,AgaP_AGAP008494,
F5HM42,AGAP013536,AGAP013536-PA,AGAP013536-RA,11176092,AgaP_AGAP013536,
Q7Q7R6,AGAP004641,AGAP004641-PA,AGAP004641-RA,1275874,AgaP_AGAP004641,
Q7QII2,AGAP006884,AGAP006884-PA,AGAP006884-RA,1270196,AgaP_AGAP006884,
Q7QF99,AGAP000377,AGAP000377-PA,AGAP000377-RA,1271878,AgaP_AGAP000377,
Q5TTW4,AGAP002629,AGAP002629-PA,AGAP002629-RA,3290656,AgaP_AGAP002629,
Q7PMS9,AGAP004817,AGAP004817-PA,AGAP004817-RA,1278410,LIG_ANOGA,
Q5TX15,AGAP007576,AGAP007576-PA,AGAP007576-RA,1269653,AgaP_AGAP007576,
Q7Q030,AGAP012229,AGAP012229-PA,AGAP012229-RA,1280459,AgaP_AGAP012229,
Q7Q309,AGAP011427,AGAP011427-PA,AGAP011427-RA,1278263,AgaP_AGAP011427,
Q7PTK1,AGAP002222,AGAP002222-PA,AGAP002222-RA,1269337,AgaP_AGAP002222,
Q7PMD7,AGAP010253,AGAP010253-PA,AGAP010253-RA,1279677,AgaP_AGAP010253,
A0NFS8,AGAP009605,AGAP009605-PA,AGAP009605-RA,4578182,AgaP_AGAP009605,
Q7Q5D3,AGAP006510,AGAP006510-PA,AGAP006510-RA,1277104,AgaP_AGAP006510,
Q7PYE7,AGAP001903,AGAP001903-PA,AGAP001903-RA,1281223,AgaP_AGAP001903,
A0NEV0,AGAP006537,AGAP006537-PA,AGAP006537-RA,4576611,AgaP_AGAP006537,
Q7PWU1,AGAP008852,AGAP008852-PA,AGAP008852-RA,1279819,AgaP_AGAP008852,
Q7Q0T1,,,,1279600,AgaP_AGAP010179,
Q5TQA4,AGAP008434,AGAP008434-PA,AGAP008434-RA,3291714,AgaP_AGAP008434,
Q7QFN6,AGAP000587,AGAP000587-PA,AGAP000587-RA,1271638,AgaP_AGAP000587,
Q7Q3J4,AGAP007906,AGAP007906-PA,AGAP007906-RA,1278049,AgaP_AGAP007906,
A0NEC7,AGAP005444,AGAP005444-PA,AGAP005444-RA,4576506,AgaP_AGAP005444,
Q7Q8I1,AGAP008620,AGAP008620-PA,AGAP008620-RA,1275469,AgaP_AGAP008620,
Q7QJV2,AGAP007672,AGAP007672-PA,AGAP007672-RA,1269555,AgaP_AGAP007672,
Q7Q4P1,,,,1277466,AgaP_AGAP008506,
Q7QBV2,AGAP002325,AGAP002325-PA,AGAP002325-RA,1273644,AgaP_AGAP002325,
Q7Q610,AGAP006096,AGAP006096-PA,AGAP006096-RA,1276768,AgaP_AGAP006096,
Q7PKK5,AGAP001272,AGAP001272-PA,AGAP001272-RA,1281906,AgaP_AGAP001272,
Q5TUD5,AGAP010441,AGAP010441-PA,AGAP010441-RA,3291087,AgaP_AGAP010441,
F5HK52,AGAP012957,AGAP012957-PA,AGAP012957-RA,11175921,AgaP_AGAP012957,
Q7PSN6,AGAP011123,AGAP011123-PA,AGAP011123-RA,1270802,AgaP_AGAP011123,
Q7Q471,,,,1277722,AgaP_AGAP008264,
A0NDN5,AGAP004411,AGAP004411-PA,AGAP004411-RA,4576986,AgaP_AGAP004411,
Q5TSR7,AGAP005171,AGAP005171-PA,AGAP005171-RA,3289914,AgaP_AGAP005171,
Q7Q952,AGAP004849,AGAP004849-PA,AGAP004849-RA,1275118,AgaP_AGAP004849,
Q7Q3Y1,AGAP008094,AGAP008094-PA,AGAP008094-RA,1277857,AgaP_AGAP008094,
A7USS8,AGAP002837,AGAP002837-PA,AGAP002837-RA,5667628,AgaP_AGAP002837,
F5HL60,AGAP013431,AGAP013431-PA,AGAP013431-RA,11175943,AgaP_AGAP013431,
Q7PP70,AGAP005340,AGAP005340-PA,AGAP005340-RA,1276047,AgaP_AGAP005340,
A7UUL7,,,,5668179,AgaP_AGAP008441,
Q7Q2C4,AGAP003913,AGAP003913-PA,AGAP003913-RA,1278737,AgaP_AGAP003913,
Q7Q1K7,AGAP009738,AGAP009738-PA,AGAP009738-RA,1279147,GRX3,
A7URN6,AGAP007164,AGAP007164-PA,AGAP007164-RA,5667197,AgaP_AGAP007164,
Q5TVU8,AGAP004059,AGAP004059-PA,AGAP004059-RA,3290954,AgaP_AGAP004059,
Q7PW24,AGAP009116,AGAP009116-PA,AGAP009116-RA,1280067,AgaP_AGAP009116,
Q7Q4N6,,,,1277471,AgaP_AGAP008500,
Q7QDU8,AGAP010427,AGAP010427-PA,AGAP010427-RA,1272620,AgaP_AGAP010427,
Q7PZ25,AGAP011690,AGAP011690-PA,AGAP011690-RA,1280947,DCTN2_ANOGA,
F5HLP2,AGAP013238,AGAP013238-PA,AGAP013238-RA,11176102,AgaP_AGAP013238,
A7USI2,AGAP000315,AGAP000315-PA,AGAP000315-RA,5666762,CLIPC6,
Q7PTF4,AGAP007058,AGAP007058-PA,AGAP007058-RA,1270045,AgaP_AGAP007058,
F5HJT4,AGAP013447,AGAP013447-PA,AGAP013447-RA,11175446,AgaP_AGAP013447,
Q7QEP5,AGAP000088,AGAP000088-PA,AGAP000088-RA,1272183,AgaP_AGAP000088,
Q7PVV1,,,,1280134,AgaP_AGAP009178,
Q5TSE5,AGAP010608,AGAP010608-PA,AGAP010608-RA,1275332,AgaP_AGAP010608,
Q7QF34,AGAP000284,AGAP000284-PA,AGAP000284-RA,1271975,AgaP_AGAP000284,
Q7PCV5,AGAP012590,AGAP012590-PA,AGAP012590-RA,1268923,AgaP_AGAP012590,Aga.17259
Q7Q6A7,AGAP005948,AGAP005948-PA,AGAP005948-RA,1276617,KMO_ANOGA,
A0NCV3,AGAP010437,AGAP010437-PA,AGAP010437-RA,4577883,ECH,
Q7PZY4,AGAP012145,AGAP012145-PA,AGAP012145-RA,1280533,AgaP_AGAP012145,
A7UV44,AGAP009801,AGAP009801-PA,AGAP009801-RA,5668091,AgaP_AGAP009801,
A0NDZ8,AGAP010552,AGAP010552-PA,AGAP010552-RA,4577778,AgaP_AGAP010552,
Q7PTG8,AGAP007079,AGAP007079-PA,AGAP007079-RA,1270022,AgaP_AGAP007079,
Q5TS50,AGAP008820,AGAP008820-PA,AGAP008820-RA,3291819,AgaP_AGAP008820,
A7UTM4,AGAP005333,AGAP005333-PA,AGAP005333-RA,5667100,AgaP_AGAP005333,
A0NGW2,AGAP001859,AGAP001859-PB,AGAP001859-RB,4577058,AgaP_AGAP001859,
Q7Q9S4,AGAP005069,AGAP005069-PA,AGAP005069-RA,1274751,AgaP_AGAP005069,
Q5TT47,AGAP003585,AGAP003585-PA,AGAP003585-RA,3290869,AgaP_AGAP003585,
F5HLA9,AGAP003571,AGAP003571-PC,AGAP003571-RC,1274233,AgaP_AGAP003571,
Q7Q099,AGAP012339,AGAP012339-PA,AGAP012339-RA,1280364,AgaP_AGAP012339,
Q5TWG6,AGAP006779,AGAP006779-PA,AGAP006779-RA,3290236,AgaP_AGAP006779,
A0NFW9,AGAP009906,AGAP009906-PA,AGAP009906-RA,4578361,AgaP_AGAP009906,
Q7PW30,AGAP009110,AGAP009110-PA,AGAP009110-RA,1280061,AgaP_AGAP009110,
Q7PXI0,AGAP001410,AGAP001410-PA,AGAP001410-RA,1281766,AgaP_AGAP001410,
Q5TMW7,AGAP012047,AGAP012047-PA,AGAP012047-RA,1280621,AgaP_AGAP012047,
Q7Q5M9,AGAP006354,AGAP006354-PA,AGAP006354-RA,1276960,AgaP_AGAP006354,
Q380T1,AGAP002087,AGAP002087-PA,AGAP002087-RA,3290556,AgaP_AGAP002087,
Q7Q1J9,AGAP009757,AGAP009757-PA,AGAP009757-RA,1279163,ANCE7,
Q5TS79,,,,3291776,AgaP_AGAP008661,
A7UV98,AGAP008860,AGAP008860-PA,AGAP008860-RA,5668082,AgaP_AGAP008860,
Q7PXA4,AGAP001304,AGAP001304-PA,AGAP001304-RA,1281873,AgaP_AGAP001304,
Q7Q7S2,AGAP004645,AGAP004645-PA,AGAP004645-RA,1275876,AgaP_AGAP004645,
Q7Q7Y7,AGAP004948,AGAP004948-PA,AGAP004948-RA,1275759,AgaP_AGAP004948,
Q7Q0C9,AGAP012390,AGAP012390-PA,AGAP012390-RA,1280324,AgaP_AGAP012390,
Q7PM25,AGAP009612,AGAP009612-PA,AGAP009612-RA,1278986,AgaP_AGAP009612,
F5HM24,AGAP013418,AGAP013418-PA,AGAP013418-RA,11175571,AgaP_AGAP013418,
Q7Q1V8,AGAP009608,AGAP009608-PA,AGAP009608-RA,1278982,AgaP_AGAP009608,
Q7Q373,AGAP007742,AGAP007742-PA,AGAP007742-RA,1278223,UFL1_ANOGA,
Q5TTQ2,AGAP002374,AGAP002374-PA,AGAP002374-RA,3290608,AgaP_AGAP002374,
A7UTF7,AGAP004677,AGAP004677-PB,AGAP004677-RB,1275382,AgaP_AGAP004677,Aga.33892
Q7QD56,AGAP002968,AGAP002968-PA,AGAP002968-RA,1272995,AgaP_AGAP002968,
F5HM57,,,,11175848,CPR156,
A0NEE9,AGAP005567,AGAP005567-PA,AGAP005567-RA,1276252,AgaP_AGAP005567,
A7URF0,AGAP007383,AGAP007383-PA,AGAP007383-RA,5667141,AgaP_AGAP007383,
A0NCL6,AGAP000079,AGAP000079-PA,AGAP000079-RA,4576067,AgaP_AGAP000079,
Q8T5I2,AGAP001564,AGAP001564-PA,AGAP001564-RA,1281604,AgaP_AGAP001564,
A7URT6,AGAP006999,AGAP006999-PA,AGAP006999-RA,5666967,AgaP_AGAP006999,
Q7Q0D6,AGAP012398,AGAP012398-PA,AGAP012398-RA,1280316,AgaP_AGAP012398,
A7URD3,AGAP007451,AGAP007451-PA,AGAP007451-RA,5666917,AgaP_AGAP007451,
A0NDG7,AGAP004274,AGAP004274-PA,AGAP004274-RA,4576827,AgaP_AGAP004274,
Q7Q1F7,AGAP009811,AGAP009811-PA,AGAP009811-RA,1279226,AgaP_AGAP009811,
Q7Q1D3,AGAP009841,AGAP009841-PA,AGAP009841-RA,1279259,AgaP_AGAP009841,
Q5TTR3,AGAP002438,AGAP002438-PA,AGAP002438-RA,1273523,AgaP_AGAP002438,
Q8I8T4,AGAP002189,AGAP002189-PA,AGAP002189-RA,1269369,OBP13,
Q7QF83,,,,1271902,AgaP_AGAP000355,
Q7QBB8,AGAP004091,AGAP004091-PA,AGAP004091-RA,1274009,AgaP_AGAP004091,
F5HKG0,AGAP013212,AGAP013212-PA,AGAP013212-RA,11175691,AgaP_AGAP013212,
A7UUG1,AGAP006618,AGAP006618-PA,AGAP006618-RA,5667139,AgaP_AGAP006618,
Q7PDI9,AGAP007639,AGAP007639-PA,AGAP007639-RA,1271837,AgaP_AGAP000408,
Q7QB81,AGAP004140,AGAP004140-PA,AGAP004140-RA,1273965,AgaP_AGAP004140,
Q7PXU3,AGAP001561,AGAP001561-PB,AGAP001561-RB,1281607,GPRNNA5,
Q7PQQ3,AGAP003168,AGAP003168-PA,AGAP003168-RA,1273838,AgaP_AGAP003168,
Q6H900,AGAP012322,AGAP012322-PA,AGAP012322-RA,3291553,AgaP_AGAP012322,
A0NBS3,AGAP000948,AGAP000948-PA,AGAP000948-RA,4576178,AgaP_AGAP000948,
F5HKU1,AGAP013296,AGAP013296-PA,AGAP013296-RA,11175657,AgaP_AGAP013296,
Q7QCM3,AGAP002708,AGAP002708-PB,AGAP002708-RB,1273260,AgaP_AGAP002708,
Q7QH93,,,,1270842,AgaP_AGAP011085,
Q380L4,AGAP001695,AGAP001695-PA,AGAP001695-RA,3290507,AgaP_AGAP001695,
Q7Q6T3,AGAP005683,AGAP005683-PA,AGAP005683-RA,1276360,AgaP_AGAP005683,
Q7PP99,AGAP006178,AGAP006178-PC,AGAP006178-RC,4576643,AgaP_AGAP006178,
Q7Q7Z8,AGAP004931,AGAP004931-PA,AGAP004931-RA,1275732,AgaP_AGAP004931,
Q7QAD6,AGAP004291,AGAP004291-PA,AGAP004291-RA,1274435,AgaP_AGAP004291,
F5HMU0,AGAP001287,AGAP001287-PA,AGAP001287-RA,1281890,AgaP_AGAP001287,
Q7QKI1,,,,1269212,AgaP_AGAP010629,
Q7PS19,AGAP000390,AGAP000390-PA,AGAP000390-RA,1271858,AgaP_AGAP000390,
Q7QJM4,AGAP007579,AGAP007579-PA,AGAP007579-RA,1269650,AgaP_AGAP007579,
A7UUP5,AGAP008168,AGAP008168-PA,AGAP008168-RA,5668342,AgaP_AGAP008168,
A7US93,AGAP011020,AGAP011020-PA,AGAP011020-RA,5667967,AgaP_AGAP011020,
Q7QLN3,,,,,,
Q7QC28,AGAP002420,AGAP002420-PA,AGAP002420-RA,1273540,AgaP_AGAP002420,
Q5TXN1,AGAP012659,AGAP012659-PA,AGAP012659-RA,3292264,AgaP_AGAP012659,Aga.29488
Q7Q7R8,AGAP004642,AGAP004642-PA,AGAP004642-RA,1275883,NPF_ANOGA,
Q7PJD0,,,,1278321,AgaP_AGAP011378,
Q7QAL8,AGAP003638,AGAP003638-PA,AGAP003638-RA,1274303,AgaP_AGAP003638,
A7UVJ8,AGAP001866,AGAP001866-PA,AGAP001866-RA,5667753,AgaP_AGAP001866,
Q5TS65,AGAP008709,AGAP008709-PA,AGAP008709-RA,3291788,AgaP_AGAP008709,
Q7Q157,AGAP009958,AGAP009958-PA,AGAP009958-RA,1279378,AgaP_AGAP009958,
A0NFU0,AGAP009726,AGAP009726-PA,AGAP009726-RA,5668184,AgaP_AGAP009726,
Q7PIP2,AGAP005712,AGAP005712-PB,AGAP005712-RB,1276381,AgaP_AGAP005712,
Q7PJK1,,,,4578408,AgaP_AGAP010303,
Q7QJQ0,AGAP007610,AGAP007610-PA,AGAP007610-RA,1269619,AgaP_AGAP007610,
Q7Q4D6,AGAP008350,AGAP008350-PA,AGAP008350-RA,1277631,DBLOX,
Q7QCR1,AGAP002764,AGAP002764-PA,AGAP002764-RA,1273203,AgaP_AGAP002764,
Q7Q2J4,,,,1278594,AgaP_AGAP010298,Aga.7322
A7UUK8,AGAP008313,AGAP008313-PA,AGAP008313-RA,5668282,AgaP_AGAP008313,
Q7PG88,AGAP000650,AGAP000650-PA,AGAP000650-RA,1272435,AgaP_AGAP000650,
Q7Q4V1,AGAP000861,AGAP000861-PA,AGAP000861-RA,1277374,AgaP_AGAP000861,
Q7Q552,AGAP006634,AGAP006634-PA,AGAP006634-RA,1277221,AgaP_AGAP006634,
A7URB8,AGAP007503,AGAP007503-PA,AGAP007503-RA,1269724,AgaP_AGAP007503,
Q7QIJ9,AGAP006913,AGAP006913-PA,AGAP006913-RA,1270166,AgaP_AGAP006913,
A7UVM7,AGAP001472,AGAP001472-PA,AGAP001472-RA,5667575,AgaP_AGAP001472,
Q7PH27,AGAP004157,AGAP004157-PA,AGAP004157-RA,1273982,AgaP_AGAP004157,
F5HLQ4,AGAP013141,AGAP013141-PA,AGAP013141-RA,11175833,AgaP_AGAP013141,
Q7QH81,AGAP011065,AGAP011065-PA,AGAP011065-RA,1270857,AgaP_AGAP011065,
A7US94,AGAP011018,AGAP011018-PA,AGAP011018-RA,5667965,AgaP_AGAP011018,
Q7QIW1,AGAP007102,AGAP007102-PA,AGAP007102-RA,1270002,AgaP_AGAP007102,
F5HKC9,AGAP013499,AGAP013499-PA,AGAP013499-RA,11175731,HPS5_ANOGA,
Q7PZH9,,,,1280744,AgaP_AGAP011924,
